q,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
16 RUE GABRIEL PERI 92120 MONTROUGE Hauts-de-Seine,48.817946,2.322911,16 Rue Gabriel Péri 92120 Montrouge,0.6950377736549164,,housenumber,92049_4110_00016,16,16 Rue Gabriel Péri,Rue Gabriel Péri,92120,Montrouge,"92, Hauts-de-Seine, Île-de-France",92049,,,,ok
6 Avenue CESAR CAIRE 75008 PARIS Paris,48.876359,2.319651,6 Avenue César Caire 75008 Paris,0.814305307125307,,housenumber,75108_1657_00006,6,6 Avenue César Caire,Avenue César Caire,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
7 BIS RUE RAYMOND POINCARE 95620 PARMAIN Val-d'Oise,49.115671,2.209757,7bis Rue Raymond Poincaré 95620 Parmain,0.7104292691622103,,housenumber,95480_0370_00007_bis,7bis,7bis Rue Raymond Poincaré,Rue Raymond Poincaré,95620,Parmain,"95, Val-d'Oise, Île-de-France",95480,,,,ok
17 AVENUE HENRI BARBUSSE 93700 DRANCY Seine-Saint-Denis,48.915594,2.442414,17 Avenue Henri Barbusse 93700 Drancy,0.6766560606060605,,housenumber,93029_4425_00017,17,17 Avenue Henri Barbusse,Avenue Henri Barbusse,93700,Drancy,"93, Seine-Saint-Denis, Île-de-France",93029,,,,ok
9 Rue BOUDREAU 75009 PARIS Paris,48.872193,2.328876,9 Rue Boudreau 75009 Paris,0.7894614662756597,,housenumber,75109_1145_00009,9,9 Rue Boudreau,Rue Boudreau,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
14 PLACE CHARLES DE GAULLE 78100 ST GERMAIN EN LAYE Yvelines,48.897244,2.094785,14 Place Charles de Gaulle 78100 Saint-Germain-en-Laye,0.7880814662756597,,housenumber,78551_0385_00014,14,14 Place Charles de Gaulle,Place Charles de Gaulle,78100,Saint-Germain-en-Laye,"78, Yvelines, Île-de-France",78551,78551,Saint-Germain-en-Laye,,ok
16 RUE DU TAGE 75013 PARIS Paris,48.822207,2.357036,16 Rue du Tage 75013 Paris,0.7999723753665687,,housenumber,75113_9144_00016,16,16 Rue du Tage,Rue du Tage,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
1 RUE DE VILLERSEXEL 75007 PARIS Paris,48.858672,2.324751,1 Rue de Villersexel 75007 Paris,0.8166207616707616,,housenumber,75107_9836_00001,1,1 Rue de Villersexel,Rue de Villersexel,75007,Paris,"75, Paris, Île-de-France",75107,,,Paris 7e Arrondissement,ok
5 BIS RUE ANTOINE CHANTIN 75014 PARIS Paris,48.827032,2.32301,5b Rue Antoine Chantin 75014 Paris,0.7146706493506493,,housenumber,75114_0376_00005_b,5b,5b Rue Antoine Chantin,Rue Antoine Chantin,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
5 AVENUE JEAN BOUVIN 77100 MEAUX Seine-et-Marne,48.95174,2.91157,5 Avenue Jean Bouvin 77100 Meaux,0.6686218577075098,,housenumber,77284_0641_00005,5,5 Avenue Jean Bouvin,Avenue Jean Bouvin,77100,Meaux,"77, Seine-et-Marne, Île-de-France",77284,,,,ok
55 CHEMIN DE LA CHASSE 77350 LE MEE SUR SEINE Seine-et-Marne,48.544883,2.646824,55 Chemin de la Chasse 77350 Le Mée-sur-Seine,0.7286061016949151,0.5336706914212548,housenumber,77285_0090_00055,55,55 Chemin de la Chasse,Chemin de la Chasse,77350,Le Mée-sur-Seine,"77, Seine-et-Marne, Île-de-France",77285,,,,ok
27 RUE DE SEVRES 92100 BOULOGNE BILLANCOURT Hauts-de-Seine,48.837171,2.228034,27 Rue de Sèvres 92100 Boulogne-Billancourt,0.7396255502392344,0.6107817259552041,housenumber,92012_8555_00027,27,27 Rue de Sèvres,Rue de Sèvres,92100,Boulogne-Billancourt,"92, Hauts-de-Seine, Île-de-France",92012,,,,ok
30 RUE DES SAINTS PERES 75007 PARIS Paris,48.855382,2.330825,30 Rue des Saints-Pères 75007 Paris,0.8337672727272726,0.4172098752228164,housenumber,75107_8767_00030,30,30 Rue des Saints-Pères,Rue des Saints-Pères,75007,Paris,"75, Paris, Île-de-France",75107,,,Paris 7e Arrondissement,ok
12 RUE DU GENERAL JULIEN 93800 EPINAY SUR SEINE Seine-Saint-Denis,48.954342,2.312033,12 Rue du Général Julien 93800 Épinay-sur-Seine,0.7068263636363635,,housenumber,93031_4125_00012,12,12 Rue du Général Julien,Rue du Général Julien,93800,Épinay-sur-Seine,"93, Seine-Saint-Denis, Île-de-France",93031,,,,ok
39 B Avenue DE BONNEUIL 94210 ST MAUR DES FOSSES Val-de-Marne,48.790772,2.502988,Avenue de Bonneuil 94210 Saint-Maur-des-Fossés,0.6512236363636363,,street,94068_0735,,Avenue de Bonneuil,Avenue de Bonneuil,94210,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
44 Rue CHARLES MOUREU 75013 PARIS Paris,48.828773,2.36111,44 Rue Charles Moureu 75013 Paris,0.8286429665071768,,housenumber,75113_1864_00044,44,44 Rue Charles Moureu,Rue Charles Moureu,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
6 BOULEVARD DE LA REPUBLIQUE 95420 MAGNY EN VEXIN Val-d'Oise,49.156386,1.791938,6 Boulevard de la République 95420 Magny-en-Vexin,0.7856639291217258,,housenumber,95355_0285_00006,6,6 Boulevard de la République,Boulevard de la République,95420,Magny-en-Vexin,"95, Val-d'Oise, Île-de-France",95355,,,,ok
26 RUE JEAN LECLAIRE 95220 HERBLAY Val-d'Oise,48.994287,2.163736,26 Rue Jean Leclaire 95220 Herblay-sur-Seine,0.6713135664335664,,housenumber,95306_0750_00026,26,26 Rue Jean Leclaire,Rue Jean Leclaire,95220,Herblay-sur-Seine,"95, Val-d'Oise, Île-de-France",95306,,,,ok
2 RUE FRANCIS GARNIER 75017 PARIS Paris,48.89785,2.326642,2 Rue Francis Garnier 75017 Paris,0.827803875598086,,housenumber,75117_3787_00002,2,2 Rue Francis Garnier,Rue Francis Garnier,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
15 AVENUE DE LA LIBERATION 95240 CORMEILLES EN PARISIS Val-d'Oise,48.973581,2.198114,15 Avenue de la Liberation 95240 Cormeilles-en-Parisis,0.8085145454545454,,housenumber,95176_0800_00015,15,15 Avenue de la Liberation,Avenue de la Liberation,95240,Cormeilles-en-Parisis,"95, Val-d'Oise, Île-de-France",95176,,,,ok
9 RUE DE TURIN 75008 PARIS Paris,48.880121,2.324985,9 Rue de Turin 75008 Paris,0.7923196480938416,,housenumber,75108_9510_00009,9,9 Rue de Turin,Rue de Turin,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
3 AVENUE DE VILLACOUBLAY 92360 MEUDON LA FORET Hauts-de-Seine,48.784301,2.233665,3 Avenue de Villacoublay 92360 Meudon,0.6026290909090909,0.4347249206349206,housenumber,92048_2604_00003,3,3 Avenue de Villacoublay,Avenue de Villacoublay,92360,Meudon,"92, Hauts-de-Seine, Île-de-France",92048,,,,ok
60 RUE CLAUDE DECAEN 75012 PARIS Paris,48.836912,2.398308,60 Rue Claude Decaen 75012 Paris,0.8314807616707616,,housenumber,75112_2076_00060,60,60 Rue Claude Decaen,Rue Claude Decaen,75012,Paris,"75, Paris, Île-de-France",75112,,,Paris 12e Arrondissement,ok
54 RUE DE PARIS 93100 MONTREUIL Seine-Saint-Denis,48.857487,2.432495,54 Rue de Paris 93100 Montreuil,0.6408063636363637,0.46579198970840474,housenumber,93048_7135_00054,54,54 Rue de Paris,Rue de Paris,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
Rue DES COLIBRIS 93700 DRANCY Seine-Saint-Denis,48.928448,2.426939,Rue des Colibris 93700 Drancy,0.6120369565217391,,street,93029_1555,,Rue des Colibris,Rue des Colibris,93700,Drancy,"93, Seine-Saint-Denis, Île-de-France",93029,,,,ok
61 BOULEVARD CAMELINAT 92230 GENNEVILLIERS Hauts-de-Seine,48.929459,2.300206,61 Boulevard Camélinat 92230 Gennevilliers,0.7262953246753245,,housenumber,92036_1408_00061,61,61 Boulevard Camélinat,Boulevard Camélinat,92230,Gennevilliers,"92, Hauts-de-Seine, Île-de-France",92036,,,,ok
87 BOULEVARD DE PORT ROYAL 75013 PARIS Paris,48.838013,2.342774,87 Boulevard de Port-Royal 75013 Paris,0.8483564693446087,0.5552569696969696,housenumber,75113_7740_00087,87,87 Boulevard de Port-Royal,Boulevard de Port-Royal,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
41 Rue DE VERDUN 94220 CHARENTON LE PONT Val-de-Marne,48.825232,2.405882,41 Rue de Verdun 94220 Charenton-le-Pont,0.7387745454545455,,housenumber,94018_9635_00041,41,41 Rue de Verdun,Rue de Verdun,94220,Charenton-le-Pont,"94, Val-de-Marne, Île-de-France",94018,,,,ok
2 ALLEE DU ROULE 94260 FRESNES Val-de-Marne,48.750567,2.321562,2 Allée du Roule 94260 Fresnes,0.6743410822510821,0.4345846394984325,housenumber,94034_8168_00002,2,2 Allée du Roule,Allée du Roule,94260,Fresnes,"94, Val-de-Marne, Île-de-France",94034,,,,ok
87 BOULEVARD DE PORT ROYAL 75013 PARIS Paris,48.838013,2.342774,87 Boulevard de Port-Royal 75013 Paris,0.8483564693446087,0.5552569696969696,housenumber,75113_7740_00087,87,87 Boulevard de Port-Royal,Boulevard de Port-Royal,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
17 AVENUE HENRI BARBUSSE 93700 DRANCY Seine-Saint-Denis,48.915594,2.442414,17 Avenue Henri Barbusse 93700 Drancy,0.6766560606060605,,housenumber,93029_4425_00017,17,17 Avenue Henri Barbusse,Avenue Henri Barbusse,93700,Drancy,"93, Seine-Saint-Denis, Île-de-France",93029,,,,ok
6 Rue FOURCROY 75017 PARIS Paris,48.880018,2.295528,6 Rue Fourcroy 75017 Paris,0.7979351026392961,,housenumber,75117_3767_00006,6,6 Rue Fourcroy,Rue Fourcroy,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
10 PLACE GEORGE SAND 78180 MONTIGNY LE BRETONNEUX Yvelines,48.767412,2.036321,10 Place George Sand 78180 Montigny-le-Bretonneux,0.8199975119617224,0.493683896103896,housenumber,78423_1705_00010,10,10 Place George Sand,Place George Sand,78180,Montigny-le-Bretonneux,"78, Yvelines, Île-de-France",78423,,,,ok
1 Place AIME CESAIRE 93100 MONTREUIL Seine-Saint-Denis,48.860707,2.44159,1 Place Aimé Césaire 93100 Montreuil,0.6544712349914236,,housenumber,93048_0019_00001,1,1 Place Aimé Césaire,Place Aimé Césaire,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
50 RUE DE LA JUSTICE 75020 PARIS Paris,48.868622,2.408454,50 Rue de la Justice 75020 Paris,0.8294771253071251,,housenumber,75120_5134_00050,50,50 Rue de la Justice,Rue de la Justice,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
6 Rue ANTOINE PETIT 92260 FONTENAY AUX ROSES Hauts-de-Seine,48.789143,2.28808,6 Rue Antoine Petit 92260 Fontenay-aux-Roses,0.7267084639498432,,housenumber,92032_0065_00006,6,6 Rue Antoine Petit,Rue Antoine Petit,92260,Fontenay-aux-Roses,"92, Hauts-de-Seine, Île-de-France",92032,,,,ok
20 RUE PASTEUR 77240 VERT ST DENIS Seine-et-Marne,48.564931,2.612455,20 Rue Pasteur 77240 Vert-Saint-Denis,0.6433080213903742,0.50397173553719,housenumber,77495_0800_00020,20,20 Rue Pasteur,Rue Pasteur,77240,Vert-Saint-Denis,"77, Seine-et-Marne, Île-de-France",77495,,,,ok
20 RUE CHEVALIER 94210 SAINT-MAUR-DES-FOSSÉS Val-de-Marne,48.789302,2.503639,20 Rue Chevalier 94210 Saint-Maur-des-Fossés,0.7630974025974026,,housenumber,94068_1545_00020,20,20 Rue Chevalier,Rue Chevalier,94210,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
RUE DE BEAUNE 93000 BOBIGNY Seine-Saint-Denis,48.91044,2.417507,Rue de Beaune 93000 Bobigny,0.5881046280991735,,street,93008_0615,,Rue de Beaune,Rue de Beaune,93000,Bobigny,"93, Seine-Saint-Denis, Île-de-France",93008,,,,ok
1 ALLEE DES RUCHERES 91430 IGNY Essonne,48.732238,2.230026,1 Allee des Rucheres 91430 Igny,0.7619624401913875,0.5940572727272727,housenumber,91312_2051_00001,1,1 Allee des Rucheres,Allee des Rucheres,91430,Igny,"91, Essonne, Île-de-France",91312,,,,ok
40 Avenue DE VERDUN 94000 CRETEIL Val-de-Marne,48.797697,2.46454,40 Avenue de Verdun 94000 Créteil,0.7105473737373736,,housenumber,94028_9618_00040,40,40 Avenue de Verdun,Avenue de Verdun,94000,Créteil,"94, Val-de-Marne, Île-de-France",94028,,,,ok
15 PARVIS DE LA DEFENSE 92800 PUTEAUX Hauts-de-Seine,48.891676,2.241092,Place de la Défense 92800 Puteaux,0.51456173553719,0.47050314685314687,street,92062_2526,,Place de la Défense,Place de la Défense,92800,Puteaux,"92, Hauts-de-Seine, Île-de-France",92062,,,,ok
5 Rue JEAN MOULIN 91130 RIS ORANGIS Essonne,48.650011,2.41081,5 Rue Jean Moulin 91130 Ris-Orangis,0.7865870995670996,0.5188325174825175,housenumber,91521_1620_00005,5,5 Rue Jean Moulin,Rue Jean Moulin,91130,Ris-Orangis,"91, Essonne, Île-de-France",91521,,,,ok
1 RUE VELPEAU 92160 ANTONY Hauts-de-Seine,48.756512,2.302362,1 Rue Velpeau 92160 Antony,0.6306136363636363,,housenumber,92002_9630_00001,1,1 Rue Velpeau,Rue Velpeau,92160,Antony,"92, Hauts-de-Seine, Île-de-France",92002,,,,ok
3 RUE JULES FERRY 91390 MORSANG SUR ORGE Essonne,48.663895,2.353446,3 Rue Jules Ferry 91390 Morsang-sur-Orge,0.8150111218568665,,housenumber,91434_1570_00003,3,3 Rue Jules Ferry,Rue Jules Ferry,91390,Morsang-sur-Orge,"91, Essonne, Île-de-France",91434,,,,ok
40 Avenue DE VERDUN 94000 CRETEIL Val-de-Marne,48.797697,2.46454,40 Avenue de Verdun 94000 Créteil,0.7105473737373736,,housenumber,94028_9618_00040,40,40 Avenue de Verdun,Avenue de Verdun,94000,Créteil,"94, Val-de-Marne, Île-de-France",94028,,,,ok
5 Rue DU DOCTEUR PESQUE 93300 AUBERVILLIERS Seine-Saint-Denis,48.914116,2.383042,5 Rue du Docteur Pesque 93300 Aubervilliers,0.6957945454545454,,housenumber,93001_2569_00005,5,5 Rue du Docteur Pesque,Rue du Docteur Pesque,93300,Aubervilliers,"93, Seine-Saint-Denis, Île-de-France",93001,,,,ok
40 Avenue DE VERDUN 94000 CRETEIL Val-de-Marne,48.797697,2.46454,40 Avenue de Verdun 94000 Créteil,0.7105473737373736,,housenumber,94028_9618_00040,40,40 Avenue de Verdun,Avenue de Verdun,94000,Créteil,"94, Val-de-Marne, Île-de-France",94028,,,,ok
40 Avenue DE VERDUN 94000 CRETEIL Val-de-Marne,48.797697,2.46454,40 Avenue de Verdun 94000 Créteil,0.7105473737373736,,housenumber,94028_9618_00040,40,40 Avenue de Verdun,Avenue de Verdun,94000,Créteil,"94, Val-de-Marne, Île-de-France",94028,,,,ok
39 B Avenue DE BONNEUIL 94210 ST MAUR DES FOSSES Val-de-Marne,48.790772,2.502988,Avenue de Bonneuil 94210 Saint-Maur-des-Fossés,0.6512236363636363,,street,94068_0735,,Avenue de Bonneuil,Avenue de Bonneuil,94210,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
104 RUE LOUIS ROUQUIER 92300 LEVALLOIS PERRET Hauts-de-Seine,48.892657,2.29174,104 Rue Louis Rouquier 92300 Levallois-Perret,0.7460915562403697,,housenumber,92044_5170_00104,104,104 Rue Louis Rouquier,Rue Louis Rouquier,92300,Levallois-Perret,"92, Hauts-de-Seine, Île-de-France",92044,,,,ok
17 RUE DE CLIGNANCOURT 75018 PARIS Paris,48.885036,2.347093,17 Rue de Clignancourt 75018 Paris,0.8426662237762237,0.7060840495867768,housenumber,75118_2118_00017,17,17 Rue de Clignancourt,Rue de Clignancourt,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
12 Rue ARMAND MOISANT 75731 PARIS CEDEX 15 Paris,48.842283,2.317424,12 Rue Armand Moisant 75015 Paris,0.6203026345083488,,housenumber,75115_0457_00012,12,12 Rue Armand Moisant,Rue Armand Moisant,75015,Paris,"75, Paris, Île-de-France",75115,,,Paris 15e Arrondissement,ok
4 PLACE DE LA BOULAIE 94470 BOISSY ST LEGER Val-de-Marne,48.753955,2.499623,4 Place de la Boulaie 94470 Boissy-Saint-Léger,0.679245685670262,,housenumber,94004_0026_00004,4,4 Place de la Boulaie,Place de la Boulaie,94470,Boissy-Saint-Léger,"94, Val-de-Marne, Île-de-France",94004,,,,ok
24 RUE DE L EST 75020 PARIS Paris,48.871126,2.393389,24 Rue de l'Est 75020 Paris,0.802780909090909,0.5924090909090908,housenumber,75120_3370_00024,24,24 Rue de l'Est,Rue de l'Est,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
29 RUE DES BOURDONNAIS 78000 VERSAILLES Yvelines,48.795268,2.127509,29 Rue des Bourdonnais 78000 Versailles,0.7994042166344293,,housenumber,78646_0400_00029,29,29 Rue des Bourdonnais,Rue des Bourdonnais,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
121 Boulevard BINEAU 92200 NEUILLY SUR SEINE Hauts-de-Seine,48.888762,2.273808,121 Boulevard Bineau 92200 Neuilly-sur-Seine,0.7408239184952978,,housenumber,92051_0645_00121,121,121 Boulevard Bineau,Boulevard Bineau,92200,Neuilly-sur-Seine,"92, Hauts-de-Seine, Île-de-France",92051,,,,ok
11 RUE ALEXIS CARREL 78530 BUC Yvelines,48.767536,2.116845,11 Rue Alexis Carrel 78530 Buc,0.7377626315789474,,housenumber,78117_0003_00011,11,11 Rue Alexis Carrel,Rue Alexis Carrel,78530,Buc,"78, Yvelines, Île-de-France",78117,,,,ok
7 RUE CHARLES DE GAULLE 78730 ST ARNOULT EN YVELINES Yvelines,48.571022,1.936568,7 Rue Charles de Gaulle 78730 Saint-Arnoult-en-Yvelines,0.7910689177489177,,housenumber,78537_0218_00007,7,7 Rue Charles de Gaulle,Rue Charles de Gaulle,78730,Saint-Arnoult-en-Yvelines,"78, Yvelines, Île-de-France",78537,,,,ok
18 RUE DE NOAILLES 78000 VERSAILLES Yvelines,48.797966,2.134272,18 Rue de Noailles 78000 Versailles,0.7822187949260041,,housenumber,78646_2050_00018,18,18 Rue de Noailles,Rue de Noailles,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
14 RUE CHARLES LORILLEUX 92800 PUTEAUX Hauts-de-Seine,48.885185,2.234121,14 Rue Charles Lorilleux 92800 Puteaux,0.7081504195804196,,housenumber,92062_1460_00014,14,14 Rue Charles Lorilleux,Rue Charles Lorilleux,92800,Puteaux,"92, Hauts-de-Seine, Île-de-France",92062,,,,ok
41 RUE JEAN JAURES 92300 LEVALLOIS PERRET Hauts-de-Seine,48.891305,2.292428,41 Rue Jean Jaurès 92300 Levallois-Perret,0.7274388429752066,,housenumber,92044_4725_00041,41,41 Rue Jean Jaurès,Rue Jean Jaurès,92300,Levallois-Perret,"92, Hauts-de-Seine, Île-de-France",92044,,,,ok
4 RUE EDOUARD BRANLY 92130 ISSY LES MOULINEAUX Hauts-de-Seine,48.822911,2.270332,4 Rue Edouard Branly 92130 Issy-les-Moulineaux,0.7382981818181817,,housenumber,92040_0676_00004,4,4 Rue Edouard Branly,Rue Edouard Branly,92130,Issy-les-Moulineaux,"92, Hauts-de-Seine, Île-de-France",92040,,,,ok
206 Boulevard PEREIRE 75017 PARIS Paris,48.880461,2.288405,206 Boulevard Pereire 75017 Paris,0.8406984210526315,,housenumber,75117_7258_00206,206,206 Boulevard Pereire,Boulevard Pereire,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
21 AVENUE DUMONT 93600 AULNAY SOUS BOIS Seine-Saint-Denis,48.928543,2.4954,21 Avenue Dumont 93600 Aulnay-sous-Bois,0.6802140259740259,0.4844729411764705,housenumber,93005_1100_00021,21,21 Avenue Dumont,Avenue Dumont,93600,Aulnay-sous-Bois,"93, Seine-Saint-Denis, Île-de-France",93005,,,,ok
17 AVENUE HENRI VARAGNAT 93140 BONDY Seine-Saint-Denis,48.913372,2.481945,17 Avenue Henri Varagnat 93140 Bondy,0.6617039622641508,,housenumber,93010_4449_00017,17,17 Avenue Henri Varagnat,Avenue Henri Varagnat,93140,Bondy,"93, Seine-Saint-Denis, Île-de-France",93010,,,,ok
87 AVENUE PAUL VAILLANT COUTURIER 94400 VITRY SUR SEINE Val-de-Marne,48.796204,2.398336,87 Avenue Paul Vaillant Couturier 94400 Vitry-sur-Seine,0.8023301356852103,,housenumber,94081_7148_00087,87,87 Avenue Paul Vaillant Couturier,Avenue Paul Vaillant Couturier,94400,Vitry-sur-Seine,"94, Val-de-Marne, Île-de-France",94081,,,,ok
2 RUE DE STALINGRAD 95110 SANNOIS Val-d'Oise,48.9683,2.266744,2 Rue de Stalingrad 95110 Sannois,0.7326482241014798,,housenumber,95582_1980_00002,2,2 Rue de Stalingrad,Rue de Stalingrad,95110,Sannois,"95, Val-d'Oise, Île-de-France",95582,,,,ok
5 RUE INGRES 94370 SUCY EN BRIE Val-de-Marne,48.774241,2.526398,5 Rue Ingres 94370 Sucy-en-Brie,0.687952198731501,,housenumber,94071_0705_00005,5,5 Rue Ingres,Rue Ingres,94370,Sucy-en-Brie,"94, Val-de-Marne, Île-de-France",94071,,,,ok
29 B Rue D ASTORG 75008 PARIS Paris,48.874042,2.319415,29b Rue d'Astorg 75008 Paris,0.7341328571428571,,housenumber,75108_0505_00029_b,29b,29b Rue d'Astorg,Rue d'Astorg,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
178 Rue DE VAUGIRARD 75738 PARIS CEDEX 15 Paris,48.842263,2.310161,178 Rue de Vaugirard 75015 Paris,0.6264015151515151,0.4836427272727272,housenumber,75115_9624_00178,178,178 Rue de Vaugirard,Rue de Vaugirard,75015,Paris,"75, Paris, Île-de-France",75115,,,Paris 15e Arrondissement,ok
9 SENTE DES DOREES 75019 PARIS Paris,48.887104,2.393619,9 Sente des Dorées 75019 Paris,0.8169540259740259,,housenumber,75119_2902_00009,9,9 Sente des Dorées,Sente des Dorées,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
PLACE MICHEL HOUEL 77580 CRECY LA CHAPELLE Seine-et-Marne,48.858052,2.908279,Place Michel Houel 77580 Crécy-la-Chapelle,0.7040916883116882,,street,77142_1043,,Place Michel Houel,Place Michel Houel,77580,Crécy-la-Chapelle,"77, Seine-et-Marne, Île-de-France",77142,,,,ok
10 BIS AVENUE DE COULOMBS 77840 CROUY SUR OURCQ Seine-et-Marne,49.087869,3.077826,10b Avenue de Coulombs 77840 Crouy-sur-Ourcq,0.6378615007215006,,housenumber,77148_0340_00010_b,10b,10b Avenue de Coulombs,Avenue de Coulombs,77840,Crouy-sur-Ourcq,"77, Seine-et-Marne, Île-de-France",77148,,,,ok
35 RUE DES CORDELIERS 77100 MEAUX Seine-et-Marne,48.962547,2.887125,35 Rue des Cordeliers 77100 Meaux,0.6830736943907156,0.48614077922077925,housenumber,77284_0260_00035,35,35 Rue des Cordeliers,Rue des Cordeliers,77100,Meaux,"77, Seine-et-Marne, Île-de-France",77284,,,,ok
55 AVENUE SIMON BOLIVAR 75019 PARIS Paris,48.876268,2.379005,55 Avenue Simon Bolivar 75019 Paris,0.8453754545454545,,housenumber,75119_8978_00055,55,55 Avenue Simon Bolivar,Avenue Simon Bolivar,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
4 ALLEE VICTOR HUGO 93390 CLICHY SOUS BOIS Seine-Saint-Denis,48.908119,2.544889,4 Allée Victor Hugo 93390 Clichy-sous-Bois,0.6829929583975347,,housenumber,93014_0936_00004,4,4 Allée Victor Hugo,Allée Victor Hugo,93390,Clichy-sous-Bois,"93, Seine-Saint-Denis, Île-de-France",93014,,,,ok
6 Rue DU CYGNE 93200 ST DENIS Seine-Saint-Denis,48.935441,2.357279,6 Rue du Cygne 93200 Saint-Denis,0.670533675889328,,housenumber,93066_1598_00006,6,6 Rue du Cygne,Rue du Cygne,93200,Saint-Denis,"93, Seine-Saint-Denis, Île-de-France",93066,,,,ok
21 RUE DE CHAZELLES 75017 PARIS Paris,48.879962,2.304278,21 Rue de Chazelles 75017 Paris,0.8242157575757576,,housenumber,75117_1959_00021,21,21 Rue de Chazelles,Rue de Chazelles,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
38 Esplanade DE L EUROPE 95100 ARGENTEUIL Val-d'Oise,48.952818,2.225977,Esplanade de l’Europe 95100 Argenteuil,0.7122419964349376,,street,95018_2048,,Esplanade de l’Europe,Esplanade de l’Europe,95100,Argenteuil,"95, Val-d'Oise, Île-de-France",95018,,,,ok
40 Avenue DE VERDUN 94000 CRETEIL Val-de-Marne,48.797697,2.46454,40 Avenue de Verdun 94000 Créteil,0.7105473737373736,,housenumber,94028_9618_00040,40,40 Avenue de Verdun,Avenue de Verdun,94000,Créteil,"94, Val-de-Marne, Île-de-France",94028,,,,ok
1 Place AIME CESAIRE 93100 MONTREUIL Seine-Saint-Denis,48.860707,2.44159,1 Place Aimé Césaire 93100 Montreuil,0.6544712349914236,,housenumber,93048_0019_00001,1,1 Place Aimé Césaire,Place Aimé Césaire,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
2 ALLEE DE LA GARE 95570 BOUFFEMONT Val-d'Oise,49.045168,2.322304,2 Allée de la Gare 95570 Bouffémont,0.733509595959596,0.5576132467532467,housenumber,95091_0142_00002,2,2 Allée de la Gare,Allée de la Gare,95570,Bouffémont,"95, Val-d'Oise, Île-de-France",95091,,,,ok
6 Avenue CESAR CAIRE 75008 PARIS Paris,48.876359,2.319651,6 Avenue César Caire 75008 Paris,0.814305307125307,,housenumber,75108_1657_00006,6,6 Avenue César Caire,Avenue César Caire,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
12 AVENUE MONTRICHARD 94350 VILLIERS SUR MARNE Val-de-Marne,48.831164,2.547344,12 Avenue Montrichard 94350 Villiers-sur-Marne,0.7637973354231974,,housenumber,94079_0885_00012,12,12 Avenue Montrichard,Avenue Montrichard,94350,Villiers-sur-Marne,"94, Val-de-Marne, Île-de-France",94079,,,,ok
13 SQUARE DES NEUVERIES 91190 GIF SUR YVETTE Essonne,48.683121,2.116278,13 Square des Neuveries 91190 Gif-sur-Yvette,0.8156720499108734,,housenumber,91272_1916_00013,13,13 Square des Neuveries,Square des Neuveries,91190,Gif-sur-Yvette,"91, Essonne, Île-de-France",91272,,,,ok
39 B Avenue DE BONNEUIL 94210 ST MAUR DES FOSSES Val-de-Marne,48.790772,2.502988,Avenue de Bonneuil 94210 Saint-Maur-des-Fossés,0.6512236363636363,,street,94068_0735,,Avenue de Bonneuil,Avenue de Bonneuil,94210,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
